hip,ra,dec,Vmag,plx,period,SpType,main_id,NAME,rgb,otype_txt,oid,temp
37036,114.17097385,-19.70233818,5.69,1.92,,B2II,V* PT Pup,,"rgb(187,209,255)",bC*,994437,12796
37037,114.17188516,-14.44361668,6.7,1.76,,B9III,HD  61017,,"rgb(196,214,253)",*,991654,10795
37043,114.182996,-48.83016759,5.69,6.56,,B9V,* y02 Pup,,"rgb(198,215,253)",*,2994984,10611
37046,114.19598125,55.75505996,5.93,11.63,,K2III,HD  60294,,"rgb(255,219,185)",*,413366,4465
37065,114.250414,-21.39394275,6.69,6.95,,K0III,HD  61135,,"rgb(255,226,200)",PM*,995092,4801
37069,114.2646234,-26.81646825,6.89,9.45,,K1III,HD  61191,,"rgb(255,221,190)",PM*,996573,4565
37072,114.27281553,20.15679544,6.73,5.58,,K0,HD  60820,,"rgb(254,212,172)",PM*,986242,4177
37074,114.27388025,16.9042516,6.94,2.01,,O8V:pevar,HD  60848,,"rgb(182,206,255)",Be*,986691,13931
37088,114.31954636,-4.11097938,5.14,16.11,,F6III,*  25 Mon,,"rgb(248,243,249)",dS*,989394,6664
37089,114.32054037,-23.77539901,6.34,0.08,,F0Ib,HD  61227,,"rgb(252,243,242)",*,995835,6212
37091,114.32414194,40.02538309,6.34,5.1,,M1,HD  60654,,"rgb(253,198,145)",PM*,982126,3649
37096,114.34212614,-34.96853026,4.53,9.1,,B8IV/V,* f Pup,,"rgb(194,213,254)",**,998677,11262
37107,114.3770455,18.91780664,6.85,16.9,,F0,HD  60915,,"rgb(240,241,255)",PM*,986261,7222
37111,114.38519128,60.53861865,7.0,7.98,,A0,HD  60293,,"rgb(209,222,254)",*,395022,9391
37119,114.41167062,-14.44076122,6.53,2.87,,B8/B9IV,HD  61224,,"rgb(199,216,253)",Be*,991665,10355
37121,114.41731569,22.34005878,6.96,6.75,,G5,HD  60914,,"rgb(255,222,192)",*,985857,4621
37122,114.42333499,1.92839204,6.89,2.73,,B9,HD  61093,,"rgb(200,216,253)",*,988600,10329
37127,114.4366527,-35.27715642,6.59,4.52,,K1III,HD  61409,,"rgb(255,218,184)",*,998678,4442
37128,114.4375873,-38.01042528,6.38,5.76,,K4III,HD  61453,,"rgb(254,203,155)",PM*,999065,3836
37135,114.45951789,14.34061623,6.76,4.9,,B9,HD  61037,,"rgb(195,213,253)",*,986963,11030
37136,114.4620946,14.04197566,6.79,5.3,,B9,HD  61038,,"rgb(199,216,253)",PM*,986964,10488
37138,114.46484843,-6.95800933,6.97,1.31,,B9,HD  61202,,"rgb(192,212,254)",*,989894,11640
37140,114.47437424,48.77384228,5.93,12.44,,A5m,HD  60652,,"rgb(228,234,255)",*,452951,8003
37145,114.48988499,-32.13126402,6.7,8.81,,F2V,HD  61431,,"rgb(244,242,252)",**,997967,6923
37149,114.50645615,-8.12625081,6.92,5.36,,G5,HD  61236,,"rgb(255,238,226)",*,990318,5560
37165,114.55987379,24.36044115,6.37,21.27,,F0,HD  61035,,"rgb(240,241,255)",*,985481,7234
37173,114.57519133,-25.36480433,4.69,5.92,2.58,B8IV,* m Pup,,"rgb(192,212,254)",EB*,996067,11572
37174,114.57586685,-48.60143564,5.68,0.65,5.69,F4Iab,* y03 Pup,,"rgb(255,239,229)",cC*,2994793,5660
37179,114.58637387,33.18676021,6.84,3.76,,G5,HD  60935,,"rgb(254,212,172)",*,983616,4183
37184,114.60006098,-39.99195465,6.61,5.47,,B9V,HD  61623,,"rgb(197,214,253)",*,999435,10752
37196,114.62011403,66.23516796,6.95,2.68,,K0,HD  60292,,"rgb(254,210,168)",*,381901,4094
37202,114.63557844,-38.78148688,6.2,8.29,,G8III,HD  61642,,"rgb(255,224,196)",*,999096,4707
37204,114.63692708,35.04855034,5.58,10.65,,K0III,*  70 Gem,,"rgb(255,229,205)",*,983192,4940
37209,114.65568487,-56.22933662,6.79,2.46,,K4III,HD  61949,,"rgb(253,199,146)",*,3021292,3668
37223,114.68291384,-36.49682989,5.78,3.38,,B3III,* e Pup,,"rgb(188,210,255)",*,998742,12448
37229,114.70779243,-26.8038363,3.8,7.18,,B5IV,CD-26 4707,Markeb,"rgb(187,209,255)",**,996589,12671
37243,114.73657894,-0.26044109,6.76,1.39,,M2III,HD  61367,,"rgb(253,194,136)",V*,988959,3502
37248,114.75132637,-53.2733568,6.06,5.99,,B9IV-Vp...,V* V390 Car,,"rgb(191,211,254)",a2*,3008421,11884
37261,114.77956939,-18.67839194,6.72,3.65,,B6V,HD  61554,,"rgb(194,213,254)",*,994397,11137
37265,114.79137882,34.58434599,4.89,20.62,,F3III,* omi Gem,Jishui,"rgb(246,243,251)",PM*,983239,6811
37269,114.80002541,24.22252815,6.18,7.5,,A2V,HD  61219,,"rgb(204,219,254)",*,985483,9788
37271,114.80191602,53.90059608,6.66,8.9,,B9,HD  60818,,"rgb(211,224,255)",PM*,438930,9155
37276,114.81999192,-49.05139653,6.97,0.55,,B2/B3IV,HD  61947,,"rgb(193,212,254)",*,2994799,11440
37279,114.82549301,5.22499306,0.4,285.93,,F5IV-V,* alf CMi,Procyon | Procyon A,"rgb(247,243,250)",SB*,988145,6714
37283,114.84003274,50.52853712,6.89,21.54,,F5,HD  60912,,"rgb(249,243,247)",PM*,439656,6513
37289,114.85081964,-16.8472919,6.4,4.89,,K3III,HD  61589,,"rgb(254,203,155)",*,993756,3839
37293,114.86242518,-26.86310249,6.5,3.98,,B6V,HD  61672,,"rgb(193,212,254)",*,996593,11472
37297,114.86390879,-38.30802124,4.84,5.68,,B3V,* d01 Pup,,"rgb(185,207,255)",*,999098,13325
37300,114.86913551,17.67451877,5.04,6.13,,M0III,* f Gem,,"rgb(253,197,144)",**,986613,3626
37304,114.87437421,-26.91898925,6.78,5.09,,B4V,HD  61687,,"rgb(191,211,254)",*,996594,11938
37322,114.93255319,-38.13928702,5.73,5.33,,B5V,* d02 Pup,,"rgb(190,211,254)",*,999078,12011
37329,114.94947842,-38.26065203,5.76,2.92,,B3III,* d03 Pup,,"rgb(195,213,254)",*,999079,11107
37339,114.97536385,32.00972752,6.16,11.86,,F6II,HD  61295,,"rgb(243,242,253)",PM*,984125,7021
37345,114.99162799,-37.57942219,5.99,2.41,,B4III,* d04 Pup,,"rgb(197,215,253)",Be*,999070,10653
37364,115.05637081,-19.66086148,5.92,4.53,,K0III,HD  61774,,"rgb(255,217,182)",*,994455,4392
37365,115.0566344,41.1634955,6.83,8.19,,A0,HD  61252,,"rgb(197,215,253)",*,982122,10723
37369,115.06121849,38.34453869,5.77,4.0,,M0III,HD  61294,,"rgb(253,196,141)",V*,982566,3575
37372,115.08067993,-78.3873848,6.64,11.15,,A4V,HD  63670,,"rgb(224,232,255)",PM*,3209654,8272
37373,115.08314762,-39.42105292,6.66,6.53,,K0III,HD  62034,,"rgb(255,224,194)",PM*,999583,4671
37375,115.08755996,-11.75255197,6.43,6.06,,K2,HD  61750,,"rgb(255,213,174)",*,990877,4222
37379,115.09671113,-15.26392023,4.98,4.82,,K3III,* 140 Pup,,"rgb(254,200,149)",*,991680,3729
37385,115.10939452,-30.07971722,6.95,4.65,,B4V:,HD  61944,,"rgb(202,218,253)",*,997324,10038
37391,115.12704745,87.02009108,5.05,6.53,,M2III,V* OV Cep,,"rgb(253,198,145)",LP*,331078,3643
37394,115.14801726,-8.18542963,6.01,10.51,,A3IV,HD  61749,,"rgb(220,229,255)",*,990322,8545
37399,115.18080437,-27.94535531,6.76,1.0,,B5II,HD  61987,,"rgb(189,210,255)",*,996645,12292
37404,115.19660187,13.77125068,6.23,3.15,,K0,HD  61630,,"rgb(254,207,161)",*,986972,3961
37405,115.20423548,4.07181561,6.51,6.33,,K0,HD  61721,,"rgb(254,204,156)",PM*,988229,3859
37406,115.20638321,57.0828647,6.09,4.67,,K5III,*  23 Lyn,,"rgb(254,204,158)",*,412930,3886
37414,115.21786018,-54.70698469,6.69,10.59,,F0III,HD  62400,,"rgb(242,241,254)",*,3021262,7072
37415,115.21915424,-31.66116564,6.6,0.51,,F8/G0Ia,V* R Pup,,"rgb(255,222,190)",s*y,997962,4580
37428,115.24382617,23.0185266,5.93,2.14,,K5,HD  61603,,"rgb(254,200,148)",*,985850,3704
37441,115.30166428,48.13153315,5.58,10.01,,K0III,HD  61363,,"rgb(255,224,196)",PM*,452995,4716
37447,115.31180176,-9.55113089,3.94,22.61,,K0III,* alf Mon,,"rgb(255,224,195)",PM*,990399,4690
37450,115.31588603,-38.53353213,5.41,5.28,,B3V,HD  62226,,"rgb(190,210,255)",SB*,1016448,12103
37461,115.34051559,-44.63216765,6.41,2.86,,B7IV/V,HD  62318,,"rgb(201,217,253)",*,2962551,10162
37465,115.34803241,-22.3367212,6.16,3.79,,M0/M1III,HD  62082,,"rgb(253,196,141)",V*,1012055,3589
37478,115.39648077,3.62477862,5.95,6.47,,A0V,HD  61887,,"rgb(198,215,253)",V*,1007229,10542
37495,115.44030232,-22.40407598,6.9,12.36,,A9IV,HD  62171,,"rgb(234,238,255)",PM*,1012060,7611
37501,115.44953393,54.76578338,6.82,1.33,,K0,HD  61361,,"rgb(255,226,198)",*,438924,4769
37504,115.45525487,-72.60609812,3.93,24.36,,K0III,* zet Vol,,"rgb(255,223,194)",*,3177300,4664
37508,115.46602913,13.48045319,5.79,4.15,,M2III,HD  61885,,"rgb(253,195,140)",V*,1005856,3555
37514,115.49179195,-38.52835522,6.54,5.01,,B8V,HD  62376,,"rgb(193,212,254)",*,1016449,11358
37519,115.50493751,-32.07965918,7.0,13.93,,A9IV/V,HD  62316,,"rgb(237,239,255)",*,1015299,7423
37521,115.51341068,14.20850345,5.55,3.19,,M3Sv,V* NZ Gem,,"rgb(253,196,142)",S*,1005865,3591
37524,115.52776449,-30.18631193,6.95,1.27,,B4V,HD  62315,,"rgb(188,209,255)",SB*,1014666,12488
37530,115.54257356,-58.63091824,6.4,3.05,,B2.5V,HD  62758,,"rgb(193,212,254)",*,3034886,11472
37533,115.54845051,-55.17896175,6.93,2.94,,B3V,HD  62663,,"rgb(194,213,254)",**,3021265,11184
37545,115.58057598,30.1678455,6.69,0.01,,K2,HD  61805,,"rgb(254,208,165)",*,1002859,4023
37580,115.68145089,34.00021796,6.05,18.31,,F7V,HD  61859,,"rgb(249,243,248)",SB*,1001388,6532
37590,115.70063644,-26.3513258,5.64,9.79,,K1III,HD  62412,,"rgb(255,226,198)",*,1013658,4766
37599,115.72220505,-58.23005788,6.2,5.18,,K0III,HD  62897,,"rgb(255,223,192)",PM*,3034877,4628
37603,115.73474128,-21.99472313,6.82,7.29,,K1III/IV,HD  62393,,"rgb(255,220,188)",PM*,1012050,4519
37606,115.73790293,-45.17311793,5.04,41.43,,G5IV,HD  62644,,"rgb(255,236,221)",**,2977425,5388
37608,115.74559062,-17.0616033,6.53,7.4,,G5/G6IV,HD 62351,,"rgb(255,234,216)",**,1010680,5241
37609,115.75173389,58.71036041,4.93,13.75,,A3IVn,*  24 Lyn,,"rgb(214,225,255)",PM*,412907,8989
37611,115.76270212,-27.66837716,6.93,9.14,,A4/A5V,HD  62475,,"rgb(224,232,255)",*,1013668,8296
37614,115.77257588,0.18933316,6.17,7.2,,K0III,HD  62264,,"rgb(255,223,193)",**,1007577,4632
37616,115.77835871,-38.86367895,6.89,2.81,,G6/G8III,HD  62595,,"rgb(255,224,195)",*,1016625,4681
37617,115.77906236,-49.99299475,6.56,4.12,,A2V,HD  62756,,"rgb(210,223,255)",*,2994849,9256
37623,115.79992875,-36.05008956,5.6,5.45,,B5V,HD  62578,,"rgb(190,210,255)",*,1015992,12103
37629,115.82802711,28.88350961,4.23,26.68,,K1III SB,* sig Gem,,"rgb(255,219,186)",RS*,1003033,4476
37632,115.83422325,-22.29858206,6.94,4.97,,G8IIICN...,HD  62469,,"rgb(255,229,206)",PM*,1012077,4964
37634,115.83830157,4.94576168,6.5,5.07,,K0,HD  62286,,"rgb(254,208,165)",*,1007216,4023
37635,115.8395154,-52.16410347,6.69,33.13,,G0V,HD  62848,,"rgb(253,243,241)",PM*,3008412,6170
37636,115.8424204,22.39947198,6.25,10.63,,K0III,* 192 Gem,,"rgb(255,228,204)",*,1004482,4917
37643,115.87345925,-54.24129618,6.88,6.84,,G6/G8III,HD  62943,,"rgb(255,229,205)",*,3020871,4946
37645,115.87960176,3.48586814,6.97,18.96,,F8,HD  62323,,"rgb(254,242,239)",**,1007241,6042
37648,115.88494423,-28.41088473,4.63,3.34,,K5III,*   1 Pup,,"rgb(253,197,142)",V*,1014994,3605
37655,115.90552374,-4.70790689,6.91,6.48,,G5,HD  62386,,"rgb(255,229,205)",*,1008238,4943
37660,115.91295808,-25.503835,6.56,0.2,,A3III,HD  62555,,"rgb(209,222,254)",*,1013035,9380
37664,115.92470415,-40.93374579,5.12,15.13,,K1III,* W Pup,,"rgb(255,220,187)",PM*,1017254,4506
37666,115.9288142,-38.20187959,6.42,5.62,,B8IV,HD  62712,,"rgb(191,211,254)",*,1016609,11902
37675,115.94963667,-40.30932532,6.58,3.36,,B3Vne,HD  62753,,"rgb(190,210,255)",Be*,1017255,12121
37677,115.95195447,-28.95482577,3.94,-0.37,,A2Iab,* l Pup,,"rgb(221,230,255)",sg*,1014925,8486
37701,116.01741347,50.43379363,5.31,4.73,,A0IIIn,*  50 Cam,,"rgb(201,217,253)",*,452948,10137
37704,116.02881145,25.78415901,5.3,5.48,,K5III,* c Gem,,"rgb(254,201,150)",V*,1003655,3741
37705,116.03180653,2.40542226,6.46,7.53,0.1,F0III,V* AZ CMi,,"rgb(227,234,255)",dS*,1007597,8078
37710,116.04035862,-36.06250465,5.8,22.99,,F0IV,HD  62781,,"rgb(239,240,255)",PM*,1015994,7337
37718,116.05213464,-50.45672699,6.64,32.45,,F8V,HD  63008,,"rgb(252,243,243)",PM*,2994887,6268
37720,116.05423991,-69.821593,6.16,8.09,,A0IV/V,HD  63584,,"rgb(198,215,253)",*,3149572,10542
37723,116.05857241,12.8600712,6.4,3.72,,K0,HD  62407,,"rgb(254,207,162)",*,1005902,3963
37740,116.11189245,24.3979926,3.57,22.73,,G8III,* kap Gem,,"rgb(255,228,204)",**,1004126,4912
37751,116.1423747,-24.67407915,5.62,1.75,3.93,B2II,V* V390 Pup,,"rgb(184,207,255)",EB*,1012990,13371
37752,116.14242856,-37.94291724,5.89,5.36,,B8V,HD  62893,,"rgb(191,211,254)",*,1016521,11831
37765,116.16758773,-47.0084712,6.76,4.03,,B5V,HD  63007,,"rgb(194,213,254)",*,2977871,11137
37773,116.18272759,-66.07193318,6.37,5.03,,G6/G8III,HD  63513,,"rgb(255,228,202)",PM*,3103885,4868
37789,116.23413089,39.5563671,6.74,29.22,,F8V,HD 62301,,"rgb(252,243,242)",PM*,999781,6191
37803,116.26988457,-37.88787102,6.53,3.54,,B2V,HD  62991,,"rgb(192,212,254)",*,1017001,11556
37811,116.28889581,20.31604544,6.53,7.08,,A1V,*  79 Gem,,"rgb(202,218,253)",*,1004987,10038
37815,116.30130206,-4.45396226,6.81,7.05,,K5,HD  62699,,"rgb(255,215,177)",*,1008308,4277
37819,116.31373311,-37.96858397,3.62,2.35,,K4III,* c Pup,,"rgb(253,194,137)",*,1016740,3507
37823,116.32517914,-43.75256577,6.02,3.68,,B6IV,HD  63118,,"rgb(195,213,254)",*,2962631,11076
37826,116.32895983,28.02619862,1.16,96.74,,K0IIIvar,* bet Gem,Pollux,"rgb(255,225,198)",PM*,1003999,4764
37838,116.36401729,-37.59627625,6.99,5.27,,B9V,HD  63079,,"rgb(195,213,253)",*,1016551,11015
37843,116.37138639,-14.69053711,6.06,9.09,,A6/A7,*   2 Pup A,,"rgb(214,226,255)",*,1010223,8932
37853,116.39592593,-34.17236334,5.36,65.79,,G0V,* 171 Pup,,"rgb(254,242,238)",PM*,1016441,6010
37854,116.397987,-56.72257009,6.1,3.46,,F0II,HD  63382,,"rgb(245,242,252)",*,3034843,6896
37880,116.46605723,-24.2560589,6.73,1.15,,B3IV/V,HD  63028,,"rgb(188,209,255)",*,1012962,12468
37891,116.48695838,-14.563805,5.03,13.8,,F2V,*   4 Pup,,"rgb(240,241,255)",*,1010255,7204
37901,116.50912585,-6.77251079,5.49,13.68,,K5III,HD  62902,,"rgb(254,207,163)",PM*,1008782,3986
37906,116.51477649,-23.14165216,6.95,17.36,,F7V,HD  63045,,"rgb(251,243,245)",PM*,1013234,6348
37908,116.53103014,18.51004352,4.89,9.55,,K5III,* g Gem,,"rgb(254,205,159)",SB*,1005010,3909
37915,116.54393456,-37.93367001,5.87,5.16,,B5V,HD  63215,,"rgb(191,211,254)",Be*,1016562,11761
37917,116.55836084,51.02567369,6.97,3.4,,K5,HD  62378,,"rgb(253,197,143)",*,452593,3611
37921,116.56750314,10.76825185,5.25,10.44,,A1Vnn,*  11 CMi,,"rgb(203,219,254)",V*,1006396,9906
37932,116.60030178,-49.24104525,6.95,4.47,,A4V,HD  63402,,"rgb(221,230,255)",PM*,2994817,8460
37934,116.61422664,62.83052249,6.5,12.32,4.29,F0p SrEu,*  49 Cam,,"rgb(233,237,255)",a2*,394588,7712
37938,116.63930897,-40.05951262,6.56,1.43,,B2III,HD  63308,,"rgb(190,211,254)",*,1017231,11992
37939,116.63922002,-37.77256957,6.31,5.46,,K3III,HD  63291,,"rgb(254,208,165)",PM*,1016572,4037
37946,116.66367286,37.51739413,5.15,9.99,,M3III,V* DU Lyn,,"rgb(253,198,146)",LP*,1000634,3665
37949,116.66699442,65.45567562,5.93,9.82,,K2III:,*  51 Cam,,"rgb(255,216,180)",*,394213,4342
37951,116.68630715,-12.67531281,6.39,3.39,,B9III,HD  63112,,"rgb(201,217,253)",*,1010339,10175
37966,116.73622591,-52.34715918,6.93,3.62,6.46,B8/B9II,V* V458 Car,,"rgb(190,211,254)",a2*,3008440,12011
37975,116.75173744,64.05192842,6.78,5.77,,A2...,HD 62195,,"rgb(216,227,255)",**,394566,8792
37982,116.7739889,-39.33099562,6.33,4.76,2.41,Ap Si,V* OX Pup,,"rgb(189,210,255)",a2*,1017232,12331
37983,116.77996529,-41.50372729,6.93,1.0,,B1/B2Ib/II,HD  63425,,"rgb(187,209,255)",*,1017297,12859
37995,116.80230684,-22.51951023,5.9,3.3,,B1/B2V,HD  63271,,"rgb(186,208,255)",*,1012226,13121
37996,116.81080931,-36.07360029,6.46,7.61,,K1III,HD  63399,,"rgb(255,221,189)",*,1015999,4551
38010,116.85413488,-38.51114459,5.07,2.63,,B2IV/V,HD  63465,,"rgb(191,211,254)",*,1016665,11778
38016,116.87634813,33.41569706,5.14,5.8,,M0III,* pi. Gem,,"rgb(253,197,142)",V*,1002193,3601
38017,116.87672793,-81.5964316,6.79,11.77,,Ap...,HD  65836,,"rgb(221,230,255)",PM*,3225036,8486
38020,116.8812784,-46.60849005,5.22,1.95,,B1V,HD  63578,,"rgb(188,209,255)",Y*O,2977505,12508
38028,116.8967111,-47.01295284,6.98,2.31,,B3V,HD  63579,,"rgb(192,211,254)",Y*O,2977506,11709
38031,116.91052756,-15.99068853,6.31,1.43,,K3Iab/b,V* QY Pup,,"rgb(253,191,131)",s*r,1010774,3402
38037,116.93836607,-16.0144831,6.38,1.36,,K5II/III,HD  63323,,"rgb(253,194,137)",V*,1010776,3519
38048,116.98633186,-12.19270466,5.48,33.06,,F5+...,* 5 Pup,,"rgb(250,243,247)",**,1009719,6490
38062,117.01424508,5.40981148,6.61,3.55,,K0,HD  63241,,"rgb(253,199,146)",*,1007009,3677
38070,117.02153444,-25.93716858,4.4,1.32,,B1IV:nne,* omi Pup,,"rgb(195,213,254)",Be*,1013709,11091
38074,117.0356145,-40.65237802,6.14,5.43,,M2III,HD  63640,,"rgb(253,198,146)",*,1017302,3661
38079,117.05195211,-24.5771988,6.85,5.95,,A0V,HD  63485,,"rgb(198,215,253)",*,1013011,10502
38081,117.06278632,-54.71428458,6.62,5.32,,K1II,HD  63870,,"rgb(255,220,187)",*,3020892,4491
38087,117.08125201,-56.47107522,6.3,1.44,,K0III+...,CD-56  2005,,"rgb(255,225,196)",**,3034850,4718
38089,117.08400369,-47.0777225,4.69,14.36,,K0III,* Q Pup,,"rgb(255,223,193)",PM*,2977511,4651
38092,117.09420314,18.33678589,6.7,5.31,,K0III+...,HD 63210,,"rgb(255,229,204)",**,1005012,4925
38101,117.12004507,28.76424437,6.86,5.74,,K0III,HD  63138,,"rgb(255,225,197)",*,1003064,4740
38106,117.1401626,23.14097953,6.18,3.1,,G2III+...,*  82 Gem,,"rgb(253,242,239)",**,1004186,6083
38118,117.17382403,-31.6178107,6.97,4.2,,B7V,HD  63638,,"rgb(192,211,254)",*,1015374,11674
38135,117.22374406,18.19025799,6.91,6.15,,K0,HD  63299,,"rgb(255,217,182)",*,1005014,4388
38140,117.24575202,4.33369831,6.55,7.78,,G0,HD  63435,,"rgb(255,235,219)",*,1007291,5323
38146,117.25697616,-24.91220761,5.32,10.16,,G2,* 188 Pup,,"rgb(255,237,222)",**,1013019,5432
38147,117.2576541,13.37186896,6.07,4.94,,K0,HD  63352,,"rgb(254,208,164)",*,1005912,4005
38150,117.27552948,-11.18110695,6.73,12.82,,F0,HD  63540,,"rgb(235,238,255)",PM*,1009685,7552
38152,117.27798069,-56.41036006,5.57,3.49,,G5II,HD  64067,,"rgb(255,219,186)",*,3034662,4480
38159,117.30359825,-46.85771739,5.82,1.7,,B1.5IV,V* QS Pup,,"rgb(189,210,255)",bC*,2977594,12331
38160,117.30375845,-60.28368849,5.78,28.62,,F1V,HD  64185,,"rgb(247,243,250)",SB*,3048627,6734
38164,117.30956295,-46.37320532,4.1,1.66,,B0III,* P Pup,,"rgb(187,209,255)",**,2977515,12691
38165,117.30960031,-40.70106371,6.53,2.84,,B5V,HD  63868,,"rgb(188,209,255)",*,1017276,12508
38167,117.31103744,-35.24328638,5.94,6.82,3.0,B9V,V* V397 Pup,,"rgb(196,214,253)",EB*,1015980,10809
38170,117.3235632,-24.85978574,3.34,2.42,,G6Ia,* ksi Pup,Asmidiske | Azmidi | Azmidiske,"rgb(255,214,177)",*,1013154,4273
38183,117.36783672,-44.75115691,6.32,9.9,,K0III,HD  63948,,"rgb(255,227,201)",PM*,2977438,4835
38184,117.37003149,-13.35294803,6.23,1.74,,B8/B9II,HD  63655,,"rgb(194,213,254)",*,1010188,11215
38196,117.38463822,12.81425036,6.42,6.38,,K0,HD  63475,,"rgb(255,226,199)",*,1005913,4781
38200,117.39751,-33.2889499,5.61,4.72,,M0III,HD  63852,,"rgb(253,197,144)",V*,1015443,3625
38206,117.41656498,-14.08535948,6.34,3.47,,K5III,HD  63696,,"rgb(253,196,140)",V*,1010200,3567
38209,117.41984316,-19.50551797,6.49,7.82,,K2III,HD  63734,,"rgb(255,214,175)",PM*,1011460,4243
38210,117.42080568,-66.19597444,5.78,7.12,,B9V,HD  64484,,"rgb(197,215,253)",*,3103608,10653
38211,117.42167188,-17.22840779,5.17,12.87,,K3III,*   6 Pup,,"rgb(254,211,171)",PM*,1010820,4153
38216,117.43859699,-20.20762924,6.54,19.36,,G0V,HD  63754,,"rgb(253,242,239)",PM*,1012482,6051
38221,117.44877396,26.26382268,6.82,5.71,,G8III,HD  63410,,"rgb(255,227,201)",**,1003706,4838
38222,117.45951732,-36.09352465,6.76,3.71,,K4III,HD  63898,,"rgb(254,200,148)",*,1016775,3715
38226,117.47819,-60.05144151,6.72,2.01,,K0II,HD  64320,,"rgb(255,213,175)",*,3048597,4233
38228,117.47942126,27.36318143,6.9,45.84,,G5IV,HD  63433,,"rgb(255,239,229)",BY*,1003695,5663
38231,117.48758209,28.19875118,6.77,3.77,,A2,HD  63432,,"rgb(212,224,255)",*,1003086,9135
38235,117.49617819,-23.79825232,6.73,15.67,,A9V,HD  63847,,"rgb(238,239,255)",PM*,1012929,7398
38246,117.52362187,-19.52354812,6.11,1.74,,K1III,HD  63822,,"rgb(254,212,172)",*,1011461,4185
38249,117.53262614,60.34212673,6.78,8.22,,A2,HD  62976,,"rgb(212,224,255)",*,412457,9105
38253,117.54406886,-9.18344136,5.6,2.32,,K3III,HD  63752,,"rgb(254,204,157)",*,1009256,3876
38257,117.55628087,39.77073542,6.83,0.55,,M0,V* CK Lyn,,"rgb(253,197,142)",LP*,999780,3601
38267,117.5992648,-50.509468,5.89,12.59,,K2III,HD  64225,,"rgb(255,221,189)",PM*,3008037,4540
38292,117.67711834,-44.57994524,6.45,5.81,,G6III,HD  64181,,"rgb(255,230,207)",*,2977439,4999
38300,117.69747951,3.27725303,6.17,8.48,,K1III,HD  63799,,"rgb(255,220,187)",**,1007328,4501
38301,117.70235298,5.85931041,6.96,5.36,,A2,HD  63774,,"rgb(206,220,254)",*,1006997,9652
38303,117.71291164,4.45951362,6.49,8.43,,G5,HD  63798,,"rgb(255,228,203)",PM*,1007297,4881
38306,117.72262148,0.07955591,6.38,7.88,,K2III,HD  63838,,"rgb(255,214,175)",*,1007665,4237
38307,117.73016167,-11.12860153,6.16,7.93,,K0,HD  63894,,"rgb(255,219,185)",*,1009688,4455
38316,117.75033419,-24.52855721,6.43,6.46,,B9.5V,HD  64042,,"rgb(201,217,253)",*,1013028,10162
38317,117.75081643,31.6135349,6.83,4.68,,A5,HD  63610,,"rgb(223,231,255)",*,1002226,8321
38319,117.75982056,33.23365336,6.06,15.69,,A2m,HD  63589,,"rgb(219,229,255)",V*,1002206,8571
38325,117.77379367,54.12924043,6.03,33.32,,F6V,HD  63332,,"rgb(250,243,246)",PM*,438977,6407
38331,117.77622858,-18.24729299,6.59,6.47,,G8III/IV,HD  64000,,"rgb(255,227,201)",*,1011413,4845
38345,117.80822876,-47.21641246,6.53,2.16,,G3III,HD  64318,,"rgb(191,211,254)",Y*O,2994549,11884
38349,117.81392971,37.08208537,6.49,8.29,,K2,HD  63588,,"rgb(254,202,152)",*,1000646,3778
38355,117.83474438,-43.09523217,6.34,2.06,,B2IV-V,HD  64287,,"rgb(186,208,255)",*,2962024,12967
38356,117.83532019,-9.40469325,6.83,2.47,,A0,HD  63976,,"rgb(211,224,255)",**,1009236,9185
38370,117.91815728,-42.88820227,6.05,1.85,,B2IV,V* QU Pup,,"rgb(185,208,255)",bC*,2962028,13143
38372,117.92037415,-12.81940538,6.37,13.37,,F3IV,*   8 Pup,,"rgb(244,242,253)",*,1010190,6966
38373,117.92495269,1.76686846,5.12,7.76,,B8II,* zet CMi,,"rgb(191,211,254)",*,1007623,11849
38375,117.92927178,-21.17366159,5.62,11.9,,K0III,HD  64152,,"rgb(255,227,202)",PM*,1012157,4850
38382,117.94292754,-13.8980287,5.16,59.98,,G2V,* 9 Pup,,"rgb(254,242,237)",SB*,1010206,5967
38388,117.95497937,-20.72064401,6.78,15.31,,F3V,HD  64172,,"rgb(246,243,251)",PM*,1012158,6775
38394,117.98655368,19.32508467,6.03,7.85,,K1III:,HD  63889,,"rgb(255,219,185)",PM*,1005003,4461
38403,118.01610638,45.93298915,6.5,9.6,,A3,HD  63630,,"rgb(227,234,255)",PM*,469281,8063
38406,118.02995708,3.27734157,6.3,7.77,34.13,M5,V* BC CMi,,"rgb(254,203,156)",LP*,1007332,3848
38409,118.03524495,36.16918337,6.92,2.92,,M0,HD  63793,,"rgb(253,197,143)",*,1000653,3607
38410,118.035256,-3.05413294,6.94,8.68,,A5,HD  64110,,"rgb(234,238,255)",**,1008289,7617
38414,118.05431177,-40.57578601,3.71,9.46,,G5III...,* a Pup,,"rgb(255,224,196)",SB*,1017351,4714
38423,118.06526024,-34.70544242,5.01,55.48,,F3/F5V,* 212 Pup,,"rgb(249,243,248)",**,1015989,6528
38427,118.07866114,-14.84617507,5.69,2.75,,F2IV/V,*  10 Pup,,"rgb(243,242,254)",*,1010235,7055
38436,118.11824444,-13.86278659,6.61,7.69,,K0III,HD  64259,,"rgb(255,221,189)",PM*,1010209,4549
